MolLogP,MolWt,NumRotatableBonds,AromaticProportion,logS,MolWt_log,MolWt_squared,MolWt_cubed,MolLogP_squared,MolLogP_abs,MolLogP_signed_sqrt,Flexibility_Index,Rigidity_Score,Aromatic_Index,Aromatic_Score,Lipinski_MW,Lipinski_LogP,Lipinski_Score,Sol_Heuristic_1,Sol_Heuristic_2,MW_LogP_Interaction,MW_Aromatic_Interaction,LogP_Rotatable_Interaction,Complexity_Score,Polarity_Estimate,MW_Bin_L,MW_Bin_M,MW_Bin_H,MW_Bin_VH,LogP_Bin_L,LogP_Bin_M,LogP_Bin_H,LogP_Bin_VH,Rotatable_Bin_L,Rotatable_Bin_M,Rotatable_Bin_H,Rotatable_Bin_VH,Z_Score_MolWt,Z_Score_LogP,MW_per_RotatableBond,LogP_per_MW
5.268980000000004,349.43000000000006,5.0,0.4615384615384615,-6.025,5.859160971835714,122101.32490000005,42665865.95980702,27.762150240400047,5.268980000000004,2.295425886409754,1.1125203034955387,0.16666666666666666,46.15384615384615,2.431836923076925,1,0,1,-1.1924668000000007,0.06153846153846154,1.8411396814000018,161.27538461538464,26.344900000000024,1.7471500000000004,0.1862551173593493,False,True,False,False,False,False,True,False,True,False,False,False,1.4110077985164995,1.5111696406576163,58.238333333333344,1.5074471433067271
3.1003000000000016,308.36100000000005,7.0,0.3333333333333333,-2.3,5.7345088797737755,95086.50632100002,29320970.175649893,9.61186009000001,3.1003000000000016,1.7607668783799864,1.7141695705515463,0.125,33.33333333333333,1.0334333333333339,1,1,2,-0.8044090000000004,0.060000000000000026,0.9560116083000006,102.787,21.702100000000012,2.1585270000000003,0.3124707058713244,True,False,False,False,False,True,False,False,True,False,False,False,1.010805108276066,0.3489634686165189,38.545125000000006,1.005086542545087
3.6130200000000015,278.335,5.0,0.375,-4.57,5.632411778383285,77470.37222499998,21562716.05324537,13.05391352040001,3.6130200000000015,1.9007945706993172,1.321580081145017,0.16666666666666666,37.5,1.3548825000000004,1,1,2,-0.8564182000000002,0.0875,1.0056299217000002,104.37562499999999,18.065100000000008,1.391675,0.2693225460676214,True,False,False,False,False,False,True,False,True,False,False,False,0.7182124963994857,0.6237326132247186,46.38916666666666,1.2976170380878846
1.7801,164.208,1.0,0.5,-1.6,5.107205286064491,26964.267264,4427748.398886912,3.16875601,1.7801,1.3342038824707414,0.3784896748016714,0.5,50.0,0.89005,1,1,2,-0.449024,0.13,0.29230666079999995,82.104,1.7801,0.164208,0.5318866017765013,False,False,False,False,False,True,False,False,False,False,False,False,-0.39391422762763745,-0.35853813988665195,82.104,1.0833921659322736
0.7357999999999993,306.276,5.0,0.7272727272727273,-1.8,5.727746366509548,93804.98817600001,28730216.55859258,0.541401639999999,0.7357999999999993,0.8577878525602932,1.2306904665793696,0.16666666666666666,72.72727272727273,0.5351272727272722,1,1,2,-0.4240039999999999,-0.018181818181818202,0.2253578807999998,222.74618181818184,3.6789999999999967,1.5313800000000002,1.1964584828906446,True,False,False,False,False,True,False,False,True,False,False,False,0.9904875303182069,-0.9181835949388114,51.046,0.24016241481055936
6.627980000000005,451.4690000000001,9.0,0.5454545454545454,-6.876,6.114719252505888,203824.25796100008,92020333.91739477,43.93011888040007,6.627980000000005,2.5744863565379417,1.6320047001735363,0.1,54.54545454545454,3.615261818181821,1,0,1,-1.511945800000001,-0.04363636363636364,2.992327502620003,246.25581818181823,59.65182000000005,4.063221000000001,0.14863302209578497,False,True,False,False,False,False,True,False,True,False,False,False,2.405341293596574,2.2394643580911935,45.14690000000001,1.4677668307611913
-0.5088000000000001,129.09399999999997,0.0,0.6666666666666666,-0.972,4.86825726608449,16665.26083599999,2151385.182362582,0.2588774400000001,0.5088000000000001,-0.7133021800050804,0.0,1.0,66.66666666666666,-0.33920000000000006,1,1,2,-0.04768599999999992,0.1,-0.0656830272,86.06266666666664,-0.0,0.0,1.6425755584756896,False,False,False,False,True,False,False,False,False,False,False,False,-0.7360875765064168,-1.5851707953198484,129.09399999999997,-0.39382633868445927
1.8737,380.4560000000001,2.0,0.0,-3.43,5.943995509865934,144746.76793600005,55069776.34185885,3.5107516899999998,1.8737,1.3688316185711082,0.41627120901809944,0.3333333333333333,0.0,0.0,1,1,2,-0.6802480000000001,0.26,0.7128604072000001,0.0,3.7474,0.7609120000000001,0.5066626133657597,False,True,False,False,False,True,False,False,False,False,False,False,1.7133450520994864,-0.3083774441163924,126.81866666666669,0.4923585490703075
1.8437,410.4570000000002,2.0,0.0,-5.613,6.019704518909798,168474.94884900018,69151722.0797141,3.3992296899999994,1.8437,1.3578291497828436,0.39180577404169187,0.3333333333333333,0.0,0.0,1,1,2,-0.7054490000000002,0.26,0.7567595709000003,0.0,3.6874,0.8209140000000005,0.5144826876575603,False,True,False,False,False,True,False,False,False,False,False,False,2.005694047933407,-0.32445459019660383,136.81900000000007,0.4490728449399227
5.340800000000003,421.7340000000001,6.0,0.4285714285714285,-6.78,6.0467431396349,177859.56675600007,75009426.52627495,28.524144640000035,5.340800000000003,2.311017092104687,1.150011308444533,0.14285714285714285,42.85714285714285,2.2889142857142866,1,0,1,-1.2762620000000007,0.05142857142857146,2.2523969472000016,180.74314285714286,32.04480000000002,2.5304040000000003,0.1837965005146301,False,True,False,False,False,False,True,False,True,False,False,False,2.115584372456559,1.5496583283736418,60.2477142857143,1.266090452642509
2.7989000000000006,232.205,1.0,0.375,-3.43,5.451917895069814,53919.162025000005,12520299.018015128,7.833841210000004,2.7989000000000006,1.6729913329123975,0.30101894914284855,0.5,37.5,1.0495875000000003,1,1,2,-0.6800290000000002,0.16749999999999998,0.6499185745000002,87.076875,2.7989000000000006,0.23220500000000002,0.3449584325088826,True,False,False,False,False,True,False,False,False,False,False,False,0.2686921744829264,0.18744174099732777,116.1025,1.2048384666709717
4.487200000000002,202.256,0.0,1.0,-6.0,5.314466268287408,40907.489536,8273785.203593216,20.134963840000022,4.487200000000002,2.118301206155537,0.0,1.0,100.0,4.487200000000002,1,1,2,-0.9202080000000004,0.0,0.9075631232000005,202.256,0.0,0.0,0.2179979072200906,True,False,False,False,False,False,True,False,False,False,False,False,-0.023150099982260013,1.0922099319046927,202.256,2.217478107889068
3.2578000000000014,166.22299999999998,0.0,0.9230769230769232,-5.0,5.119328250998731,27630.085728999995,4592755.740131565,10.61326084000001,3.2578000000000014,1.80493767205408,0.0,1.0,92.30769230769232,3.007200000000002,1,1,2,-0.6874710000000003,0.023076923076923026,0.5415212894000002,153.4366153846154,0.0,0.0,0.29781404491035784,False,False,False,False,False,False,True,False,False,False,False,False,-0.37427877458922726,0.4333684855376287,166.22299999999998,1.9587188783271117
1.8257,96.10399999999998,0.0,0.8571428571428571,-1.8,4.575782569093499,9235.978815999997,887614.5081328636,3.33318049,1.8257,1.3511846653955188,0.0,1.0,85.71428571428571,1.5648857142857142,1,1,2,-0.388216,0.04285714285714287,0.1754570728,82.37485714285712,0.0,0.0,0.5192916861401048,False,False,False,False,False,True,False,False,False,False,False,False,-1.057563306400787,-0.3341008778447306,96.10399999999998,1.8977381397862878
2.923300000000001,376.4680000000001,1.0,0.0,-4.099,5.933485796884131,141728.15502400007,53356115.065575264,8.545682890000007,2.923300000000001,1.7097660658698315,0.2098776832861808,0.5,0.0,0.0,1,1,2,-0.8441960000000002,0.27999999999999997,1.1005289044000006,0.0,2.923300000000001,0.3764680000000001,0.33076439652035844,False,True,False,False,False,True,False,False,False,False,False,False,1.674483420974335,0.25410830674327134,188.23400000000004,0.7763006946952478
2.7989000000000006,232.205,1.0,0.375,-3.32,5.451917895069814,53919.162025000005,12520299.018015128,7.833841210000004,2.7989000000000006,1.6729913329123975,0.30101894914284855,0.5,37.5,1.0495875000000003,1,1,2,-0.6800290000000002,0.16749999999999998,0.6499185745000002,87.076875,2.7989000000000006,0.23220500000000002,0.3449584325088826,True,False,False,False,False,True,False,False,False,False,False,False,0.2686921744829264,0.18744174099732777,116.1025,1.2048384666709717
4.738100000000002,329.321,2.0,0.75,-4.445,5.800064908940653,108452.32104100002,35715626.81754317,22.44959161000002,4.738100000000002,2.1767177125203907,0.46585189170806923,0.3333333333333333,75.0,3.5535750000000013,1,1,2,-1.0874170000000003,0.03499999999999999,1.5603558301000007,246.99075000000002,9.476200000000004,0.6586420000000001,0.20669270994812006,False,True,False,False,False,False,True,False,False,False,False,False,1.2150527984423587,1.2266684636221938,109.77366666666667,1.4383114616250943
3.514400000000002,312.118,2.0,0.3157894736842105,-4.047,5.746580116299825,97417.645924,30405800.81050703,12.351007360000013,3.514400000000002,1.8746733048720787,0.4852979001159862,0.3333333333333333,31.57894736842105,1.10981052631579,1,1,2,-0.8744220000000004,0.16526315789473683,1.0969074992000005,98.56357894736841,7.028800000000004,0.624236,0.27667109340416096,True,False,False,False,False,False,True,False,False,False,False,False,1.047415727167037,0.5708816750103706,104.03933333333333,1.125623762883627
2.492400000000001,301.296,4.0,0.7727272727272727,-3.37,5.711406669809018,90779.279616,27351433.831182335,6.212057760000004,2.492400000000001,1.578733669749271,0.9967704636976198,0.2,77.27272727272727,1.925945454545455,1,1,2,-0.7000800000000001,-0.011818181818181825,0.7509501504000002,232.81963636363636,9.969600000000003,1.205184,0.3857429409041813,True,False,False,False,False,True,False,False,False,False,False,False,0.9419592146202993,0.023186898544501337,60.2592,0.8269519170791918
7.395680000000005,502.9200000000002,8.0,0.5142857142857142,-8.003,6.2224175253136735,252928.52640000018,127202814.49708813,54.69608266240007,7.395680000000005,2.719499954035669,1.3268758707622896,0.1111111111111111,51.42857142857142,3.8034925714285737,0,0,0,-1.6862288000000007,-0.014285714285714318,3.7194353856000038,258.6445714285715,59.16544000000004,4.023360000000001,0.13341017759562834,False,False,True,False,False,False,False,True,True,False,False,False,2.9067128540329263,2.6508785262838033,55.880000000000024,1.4702556558387343
1.6262,221.26,3.0,0.375,-2.34,5.4038478677575,48955.98759999999,10832001.816375999,2.6445264400000004,1.6262,1.2752254702600634,0.933823071655357,0.25,37.5,0.6098250000000001,1,1,2,-0.481452,0.1275,0.359813012,82.9725,4.8786000000000005,0.6637799999999999,0.5793071486502143,True,False,False,False,False,True,False,False,False,False,False,False,0.16203707100630046,-0.44101389927813645,55.315,0.7346404047705096
0.8516999999999999,257.273,6.0,0.0,-1.995,5.554017165021469,66189.39652900002,17028744.61320542,0.7253928899999998,0.8516999999999999,0.9228759396581969,1.6793880310015028,0.14285714285714285,0.0,0.0,1,1,2,-0.39354500000000003,0.18,0.2191194141,0.0,5.110199999999999,1.543638,1.0507512871703268,True,False,False,False,False,True,False,False,True,False,False,False,0.5129708527791398,-0.8560722205822611,36.75328571428572,0.33092049282558766
-3.2198,180.156,2.0,0.0,0.64,5.199358538514904,32456.184336000002,5847176.345236417,10.367112040000002,3.2198,-1.7943801158060129,0.7138879766986964,0.3333333333333333,0.0,-0.0,1,1,2,0.3350120000000001,0.26,-0.5800662888000001,0.0,-6.4396,0.360312,0.30122296523886977,True,False,False,False,True,False,False,False,False,False,False,False,-0.23850668169385691,-3.038008896101619,60.052,-1.7862373513225636
1.2795999999999998,68.07499999999999,0.0,1.0,-0.82,4.23519287080948,4634.205624999999,315473.54792187485,1.6373761599999996,1.2795999999999998,1.1311940593903416,0.0,1.0,100.0,1.2795999999999998,1,1,2,-0.27281099999999997,0.0,0.08710876999999997,68.07499999999999,0.0,0.0,0.7248477819657873,False,False,False,False,False,True,False,False,False,False,False,False,-1.3306958687896715,-0.6267585269915124,68.07499999999999,1.8769343601026771
1.0920999999999998,96.08499999999998,1.0,0.7142857142857143,-0.1,4.575586883446417,9232.327224999995,887088.1614141244,1.1926824099999997,1.0920999999999998,1.0450358845513392,0.5099829155723284,0.5,71.42857142857143,0.7800714285714285,1,1,2,-0.270821,0.0657142857142857,0.10493442849999997,68.63214285714284,1.0920999999999998,0.09608499999999998,0.8388558006878618,False,False,False,False,False,True,False,False,False,False,False,False,-1.0577484545932088,-0.7272406899928336,48.04249999999999,1.1354161251754433
1.5528,262.261,1.0,0.0,-2.943,5.573145935516219,68780.83212100001,18038529.812885586,2.4111878399999997,1.5528,1.2461139594756172,0.2760440676749636,0.5,0.0,0.0,1,1,2,-0.5107090000000001,0.27999999999999997,0.4072388808,0.0,1.5528,0.262261,0.6050338818973863,True,False,False,False,False,True,False,False,False,False,False,False,0.5615771256106984,-0.4803493166877204,131.1305,0.5918562591238788
3.141800000000001,372.80800000000016,6.0,0.6153846153846154,-4.571000000000001,5.923742296611602,138985.80486400012,51815019.93973818,9.870907240000005,3.141800000000001,1.7725123412828472,1.2690140606757918,0.14285714285714285,61.53846153846154,1.9334153846153852,1,1,2,-0.8754960000000003,-0.004615384615384632,1.1712881744000008,229.4203076923078,18.850800000000007,2.236848000000001,0.3084706027515577,False,True,False,False,False,True,False,False,True,False,False,False,1.6388180323288857,0.37120352069414425,53.25828571428574,0.8425134349491026
-3.2214000000000005,180.156,1.0,0.0,0.74,5.199358538514904,32456.184336000002,5847176.345236417,10.377417960000002,3.2214000000000005,-1.7948258968490511,0.3569439883493482,0.5,0.0,-0.0,1,1,2,0.3352680000000001,0.27999999999999997,-0.5803545384000002,0.0,-3.2214000000000005,0.180156,0.3010778587342686,True,False,False,False,True,False,False,False,False,False,False,False,-0.23850668169385691,-3.038866343892564,90.078,-1.787124977809338
1.771,217.268,2.0,0.375,-2.337,5.3857236655457035,47205.383824,10256219.332672833,3.1364409999999996,1.771,1.3307892395116516,0.6303818853461427,0.3333333333333333,37.5,0.664125,1,1,2,-0.500628,0.1475,0.38478162799999993,81.4755,3.542,0.434536,0.5344735435595938,True,False,False,False,False,True,False,False,False,False,False,False,0.12313646131432342,-0.3634148741976495,72.42266666666667,0.814747340914946
-1.6681,92.094,2.0,0.0,1.12,4.5336097353748706,8481.304836,781077.2875665838,2.7825576099999996,1.6681,-1.2915494570476191,1.0411569335845994,0.3333333333333333,0.0,-0.0,1,1,2,0.17480199999999996,0.26,-0.15362200139999999,0.0,-3.3362,0.184188,0.5655788699734178,False,False,False,False,True,False,False,False,False,False,False,False,-1.0966393196434794,-2.206445310346151,30.697999999999997,-1.8093368331995574
0.0442999999999997,218.205,5.0,0.0,-0.6,5.390007365032689,47613.42202500001,10389486.752965126,0.0019624899999999734,0.0442999999999997,0.21047565179849118,1.5713140899734446,0.16666666666666666,0.0,0.0,1,1,2,-0.22529299999999997,0.19999999999999998,0.009666481499999937,0.0,0.2214999999999985,1.0910250000000001,6.930006930006944,True,False,False,False,False,True,False,False,True,False,False,False,0.13226719059322697,-1.288761812087684,36.3675,0.020292709740958613
2.8103000000000007,352.7700000000001,3.0,0.25,-3.2460000000000004,5.868646984461759,124446.67290000006,43901052.79893304,7.897786090000004,2.8103000000000007,1.6763949415337667,0.6625880689975041,0.25,25.0,0.7025750000000002,1,1,2,-0.8024180000000002,0.16499999999999998,0.9913895310000005,88.19250000000002,8.430900000000001,1.0583100000000003,0.34360718826237835,False,True,False,False,False,True,False,False,False,False,False,False,1.4435549018158995,0.19355105650780813,88.19250000000002,0.7964122764757559
1.4008,124.13899999999995,1.0,0.6666666666666666,-1.96,4.829425119488264,15410.491320999989,1913042.982097617,1.96224064,1.4008,1.1835539700410793,0.44615171835334333,0.5,66.66666666666666,0.9338666666666666,1,1,2,-0.348267,0.08,0.17389391119999995,82.7593333333333,1.4008,0.12413899999999996,0.6663113006396588,False,False,False,False,False,True,False,False,False,False,False,False,-0.784372276161664,-0.5618068568274581,62.06949999999998,1.1275042458487277
-0.7716000000000003,151.129,0.0,0.8181818181818182,-3.583,5.024728845127988,22839.974640999997,3451782.5275196885,0.5953665600000004,0.7716000000000003,-0.8784076502399101,0.0,1.0,81.81818181818183,-0.6313090909090912,1,1,2,-0.02767299999999992,0.05454545454545453,-0.11661113640000004,123.651,-0.0,0.0,1.1473152822395591,False,False,False,False,True,False,False,False,False,False,False,False,-0.5213643965057361,-1.7260065949825005,151.129,-0.510219600737954
2.5085,197.381,0.0,0.0,-1.71,5.290189424135872,38959.259161,7689817.532457341,6.292572250000001,2.5085,1.583824485225557,0.0,1.0,0.0,0.0,1,1,2,-0.5987410000000001,0.3,0.49513023850000004,0.0,0.0,0.0,0.38336208548974504,True,False,False,False,False,True,False,False,False,False,False,False,-0.07065522830099463,0.0318149669408811,197.381,1.2702487834272664
1.3295999999999997,300.266,0.0,0.2727272727272727,-2.7,5.7079935954276655,90159.670756,27071883.6992211,1.7678361599999992,1.3295999999999997,1.1530828244319657,0.0,1.0,27.27272727272727,0.36261818181818173,1,1,2,-0.513002,0.21818181818181817,0.3992336735999999,81.89072727272728,0.0,0.0,0.6994963626189145,True,False,False,False,False,True,False,False,False,False,False,False,0.9319222336627003,-0.5999632835244935,300.266,0.4426599548550767
5.2415,373.3209999999999,0.0,0.0,-6.317,5.925113718065399,139368.56904099992,52029213.562955126,27.473322250000002,5.2415,2.2894322440290735,0.0,1.0,0.0,0.0,1,0,1,-1.211961,0.3,1.9567620214999997,0.0,0.0,0.0,0.18721332958906675,False,True,False,False,False,False,True,False,False,False,False,False,1.64381703352427,1.4964429748481405,373.3209999999999,1.4036436086883173
2.976700000000002,100.205,4.0,0.0,-4.53,4.617148162747498,10041.042024999999,1006162.6161151249,8.860742890000012,2.976700000000002,1.725311566065678,1.9979520990984245,0.2,0.0,0.0,1,1,2,-0.5764770000000004,0.21999999999999997,0.2982802235000002,0.0,11.906800000000008,0.40082,0.3250235642084049,False,False,False,False,False,True,False,False,False,False,False,False,-1.0176005307628113,0.28272562676604807,20.041,2.96764867155177
4.7574,260.762,1.0,0.0,-4.92,5.56743569397199,67996.820644,17730986.944770727,22.632854759999997,4.7574,2.181146487515224,0.2771910567077464,0.5,0.0,0.0,1,1,2,-1.021946,0.27999999999999997,1.2405491387999998,0.0,4.7574,0.260762,0.20587145386420722,True,False,False,False,False,False,True,False,False,False,False,False,0.546969907692794,1.237011427600462,130.381,1.823722887963751
3.7268,236.74,0.0,0.0,-3.67,5.4711776395524785,56045.827600000004,13268289.226024002,13.88903824,3.7268,1.9304921652262668,0.0,1.0,0.0,0.0,1,1,2,-0.8330280000000001,0.3,0.882282632,0.0,0.0,0.0,0.2613149367617853,True,False,False,False,False,False,True,False,False,False,False,False,0.3128841246214826,0.6847078692582662,236.74,1.573551764904577
10.388599999999991,366.7180000000002,23.0,0.0,-8.334,5.907316340059845,134482.09152400013,49317003.63949831,107.92300995999982,10.388599999999991,3.223135119724271,4.928029345343439,0.041666666666666664,0.0,0.0,1,0,1,-2.028893999999999,-0.15999999999999998,3.809686614799999,0.0,238.9377999999998,8.434514000000005,0.09534160898499332,False,True,False,False,False,False,False,True,False,False,False,True,1.5794731643368667,4.254798927830007,15.279916666666674,2.832085666461293
6.487600000000007,226.44799999999992,13.0,0.0,-8.4,5.426921640836003,51278.696703999965,11611958.31122738,42.08895376000009,6.487600000000007,2.5470767558124368,3.982257511150322,0.07142857142857142,0.0,0.0,1,0,1,-1.2644640000000011,0.03999999999999998,1.469104044800001,0.0,84.33880000000009,2.9438239999999993,0.1518003521768169,True,False,False,False,False,False,True,False,False,True,False,False,0.21259227217913984,2.1642340325331917,16.17485714285714,2.8636756890372057
3.5371200000000025,162.27599999999998,0.0,0.5,-5.23,5.095442020406315,26333.500175999994,4273295.074560574,12.511217894400017,3.5371200000000025,1.8807232651296688,0.0,1.0,50.0,1.7685600000000012,1,1,2,-0.7282152000000004,0.15,0.5739896851200004,81.13799999999999,0.0,0.0,0.2749428118951256,False,False,False,False,False,False,True,False,False,False,False,False,-0.4127408754044161,0.5830574336417843,162.27599999999998,2.1783514805143636
2.5866000000000007,86.178,3.0,0.0,-3.84,4.467952005505573,7426.647684,640013.6441117519,6.690499560000004,2.5866000000000007,1.6082910184416255,1.6113611704927542,0.25,0.0,0.0,1,1,2,-0.5000340000000001,0.24,0.22290801480000005,0.0,7.759800000000002,0.258534,0.37221767289510893,False,False,False,False,False,True,False,False,False,False,False,False,-1.1542886199785838,0.07366913723636508,21.5445,2.997983263404345
4.785200000000005,270.372,5.0,0.6,-4.43,5.603490573323901,73101.01838400001,19764468.54251885,22.898139040000046,4.785200000000005,2.187509999977144,1.3499940600261358,0.16666666666666666,60.0,2.871120000000003,1,1,2,-1.0360040000000008,0.01999999999999999,1.2937840944000014,162.2232,23.926000000000023,1.35186,0.20469990993203943,True,False,False,False,False,False,True,False,True,False,False,False,0.6406159144913663,1.2519095829681275,45.062000000000005,1.769203466532582
3.809400000000003,162.276,5.0,0.5,-5.21,5.095442020406315,26333.500176000005,4273295.074560577,14.511528360000021,3.809400000000003,1.9517684288869934,1.906388689777181,0.16666666666666666,50.0,1.9047000000000014,1,1,2,-0.7717800000000005,0.04999999999999999,0.6181741944000005,81.138,19.047000000000015,0.8113800000000001,0.25579372793779076,False,False,False,False,False,False,True,False,True,False,False,False,-0.41274087540441584,0.7289736114657832,27.046000000000003,2.3460363600532115
-1.1742,100.077,0.0,0.0,-0.4,4.615882602617737,10015.405929,1002311.779156533,1.3787456399999998,1.1742,-1.0836050941187014,0.0,1.0,0.0,-0.0,1,1,2,0.08779500000000001,0.3,-0.11751041339999999,0.0,-0.0,0.0,0.7848061528802386,False,False,False,False,True,False,False,False,False,False,False,False,-1.0188478449012313,-1.9417618953789373,100.077,-1.172125338151472
3.1256000000000013,184.242,3.0,0.8571428571428571,-2.92,5.221663078358412,33945.114563999996,6254115.797500487,9.769375360000009,3.1256000000000013,1.7679366504487657,1.0554386754948248,0.25,85.71428571428571,2.679085714285715,1,1,2,-0.6843380000000002,-0.017142857142857126,0.5758667952000002,157.92171428571427,9.376800000000003,0.552726,0.3100198412698411,True,False,False,False,False,True,False,False,False,False,False,False,-0.19869007568147765,0.36252186181083035,46.0605,1.695544151631208
2.4536000000000007,214.264,3.0,0.75,-1.93,5.371865181843195,45909.061696000004,9836659.195231745,6.020152960000003,2.4536000000000007,1.566397139936102,0.9546114095155664,0.25,75.0,1.8402000000000005,1,1,2,-0.6068400000000002,0.015,0.5257181504000001,160.698,7.360800000000002,0.642792,0.39160401002506257,True,False,False,False,False,True,False,False,False,False,False,False,0.09386355762827657,0.0023937896140944935,53.566,1.1445951745628933
-0.3512999999999994,297.745,1.0,0.3529411764705882,-2.63,5.699590366703991,88652.08502500001,26395715.055768628,0.12341168999999957,0.3512999999999994,-0.5927056605094972,0.251417365397428,0.5,35.29411764705882,-0.12398823529411743,1,1,2,-0.24153700000000008,0.17411764705882354,-0.10459781849999981,105.08647058823529,-0.3512999999999994,0.297745,2.2158209616663003,True,False,False,False,False,True,False,False,False,False,False,False,0.9073559919208478,-1.500765778398738,148.8725,-0.11794725444442558
1.7815999999999996,362.4660000000002,2.0,0.0,-3.09,5.8956857575232435,131381.60115600014,47621363.44461077,3.1740985599999987,1.7815999999999996,1.3347658970770866,0.4324642243970365,0.3333333333333333,0.0,0.0,1,1,2,-0.6475220000000002,0.26,0.6457694256000002,0.0,3.5631999999999993,0.7249320000000004,0.5314625850340137,False,True,False,False,False,True,False,False,False,False,False,False,1.5380389478012235,-0.3577342825826416,120.82200000000006,0.4913863958562024
2.3524000000000003,404.5030000000002,3.0,0.0,-4.88,6.005128271801837,163622.67700900018,66185863.718171634,5.5337857600000016,2.3524000000000003,1.5337535656030274,0.5946446304580941,0.25,0.0,0.0,1,1,2,-0.7808870000000003,0.24,0.9515528572000006,0.0,7.057200000000001,1.2135090000000006,0.4077638231936062,False,True,False,False,False,True,False,False,False,False,False,False,1.9476744512134594,-0.0518397831631522,101.12575000000005,0.581409430973077
3.995,354.8749999999999,0.0,0.0,-5.46,5.874579545598201,125936.26562499991,44691632.26367183,15.960025000000002,3.995,1.9987496091306685,0.0,1.0,0.0,0.0,1,1,2,-0.994075,0.3,1.4177256249999997,0.0,0.0,0.0,0.24420024420024422,False,True,False,False,False,False,True,False,False,False,False,False,1.4640673726078843,0.8284375552153563,354.8749999999999,1.1254313684062263
3.838400000000002,330.4680000000001,1.0,0.0,-3.817,5.803531274046448,109209.09902400005,36090112.53626326,14.733314560000014,3.838400000000002,1.9591835034013536,0.2323053049239432,0.5,0.0,0.0,1,1,2,-0.9446120000000005,0.27999999999999997,1.2684683712000007,0.0,3.838400000000002,0.3304680000000001,0.2539102173471459,False,True,False,False,False,False,True,False,False,False,False,False,1.2262299024796082,0.7445148526766537,165.23400000000004,1.1611529246630046
-0.3538,136.114,0.0,0.9,-2.296,4.920812696599209,18527.020996000003,2521786.935849544,0.12517444,0.3538,-0.5948108943185221,0.0,1.0,90.0,-0.31842000000000004,1,1,2,-0.07950600000000001,0.029999999999999992,-0.04815713320000001,122.5026,-0.0,0.0,2.203613926840018,False,False,False,False,False,True,False,False,False,False,False,False,-0.6676801917274385,-1.5021055405720896,136.114,-0.25973835288590014
2.1753,118.17899999999996,0.0,0.6666666666666666,-3.04,4.780626564614055,13966.27604099999,1650520.5362493373,4.73193009,2.1753,1.4748898263938226,0.0,1.0,66.66666666666666,1.4502,1,1,2,-0.466227,0.1,0.2570747786999999,78.78599999999997,0.0,0.0,0.43950248318903,False,False,False,False,False,True,False,False,False,False,False,False,-0.8424503407318503,-0.1467485355233337,118.17899999999996,1.8391261339713734
2.0834,365.842,3.0,0.5,-3.5860000000000003,5.904931237644042,133840.368964,48964428.26252768,4.34055556,2.0834,1.443398766800083,0.6439951743294937,0.25,50.0,1.0417,1,1,2,-0.6991860000000001,0.09,0.7621952228,182.921,6.2502,1.0975259999999998,0.45800128240359067,False,True,False,False,False,True,False,False,False,False,False,False,1.570936858202052,-0.19599819301571456,91.4605,0.5693251936099164
1.5629,118.13899999999998,0.0,1.0,-2.16,4.780290878678661,13956.823320999996,1648845.1503196182,2.4426564099999997,1.5629,1.2501599897613105,0.0,1.0,100.0,1.5629,1,1,2,-0.368203,0.0,0.18463944309999997,118.13899999999998,0.0,0.0,0.6013590715015936,False,False,False,False,False,True,False,False,False,False,False,False,-0.8428401264001064,-0.4749366775073826,118.13899999999998,1.3218142913928572
2.1678999999999995,117.15099999999995,0.0,1.0,-1.52,4.77196346741428,13724.356800999989,1607822.123593949,4.699790409999998,2.1678999999999995,1.4723790272888295,0.0,1.0,100.0,2.1678999999999995,1,1,2,-0.4640149999999999,0.0,0.25397165289999984,117.15099999999995,0.0,0.0,0.4409365492305658,False,False,False,False,False,True,False,False,False,False,False,False,-0.852467832406037,-0.15071423155645278,117.15099999999995,1.8489394546741609
1.6545999999999998,119.167,0.0,0.6666666666666666,-1.04,4.788882441978151,14200.773889,1692263.622030463,2.7377011599999994,1.6545999999999998,1.2863125592172377,0.0,1.0,66.66666666666666,1.1030666666666664,1,1,2,-0.383903,0.1,0.1971737182,79.44466666666666,0.0,0.0,0.5699304684828451,False,False,False,False,False,True,False,False,False,False,False,False,-0.8328226347259198,-0.4257942009888698,119.167,1.3873074697946624
-1.8566000000000005,268.22900000000004,2.0,0.4736842105263157,-1.23,5.595562318565805,71946.79644100003,19298217.262572996,3.4469635600000017,1.8566000000000005,-1.3625710990623574,0.5431402741228962,0.3333333333333333,47.36842105263157,-0.8794421052631579,1,1,2,0.028827000000000047,0.11789473684210527,-0.49799396140000024,127.05584210526315,-3.713200000000001,0.5364580000000001,0.5110906674844116,True,False,False,False,True,False,False,False,False,False,False,False,0.6197331473145361,-2.307463378216813,89.40966666666668,-0.691911794848861
2.2912,204.01,0.0,0.8571428571428571,-3.01,5.323058758436484,41620.0801,8490912.541201,5.24959744,2.2912,1.51367103427396,0.0,1.0,85.71428571428571,1.963885714285714,1,1,2,-0.570602,0.04285714285714287,0.467427712,174.86571428571426,0.0,0.0,0.4182000669120107,True,False,False,False,False,True,False,False,False,False,False,False,-0.006057998429222047,-0.08463716116678367,204.01,1.1225319680564403
